# evolve: q=0.2 e0=0.5 Vx0=0 Vy0=0 varpi0=0 xi=[0.510826,3] chandrasekhar=integral
xi a_over_ah e sig_e Vx sig_Vx Vy sig_Vy varpi sig_varpi t sig_t x sig_x y sig_y C_xx C_xy C_yy C_VxVx C_VxVy C_VyVy
7.623025082805618e-01 4.665908599154294e-01 5.199852905298813e-01 5.311381986953984e-04 -1.032530037206067e-02 2.388778854991410e-04 -1.279480546212327e-03 2.402814763385543e-04 -4.503322297797915e-01 4.878394228443509e-03 3.048305858264337e-02 3.808181739343304e-05 -1.648208441459587e-04 4.323652558134956e-06 -3.329790068998379e-05 4.310813716114345e-06 1.869397144346695e-11 -4.513099298734893e-14 1.858311489503957e-11 5.706264418054074e-08 2.373342558973226e-11 5.773518787143523e-08
8.069863655957545e-01 4.462007279258972e-01 5.239114280715031e-01 5.737684364455419e-04 -1.204176247083496e-02 2.511217981001936e-04 -9.910468380692546e-04 2.537907264915724e-04 -5.285064158559480e-01 5.162314204413900e-03 3.663615209632843e-02 4.212886177415842e-05 -2.337078960220373e-04 5.676064682785490e-06 -4.037247240939085e-05 5.671301915894187e-06 3.221771028316475e-11 -6.342062376106918e-14 3.216366542122507e-11 6.306215748107439e-08 7.769887496174016e-11 6.440973285312012e-08
8.505453358291449e-01 4.271819108155848e-01 5.278143311906561e-01 6.081885865819790e-04 -1.363527525638184e-02 2.578771278485331e-04 -5.221384672807471e-04 2.620335279631299e-04 -6.047778763982692e-01 5.418765097174371e-03 4.288899132379909e-02 4.560893842420365e-05 -3.140659083876353e-04 7.065565517082771e-06 -4.519408144322424e-05 7.077417138538765e-06 4.992221607618913e-11 -6.904867230886799e-14 5.008983335288223e-11 6.650061306740868e-08 1.419665762898101e-10 6.866156977680439e-08
8.713671101528647e-01 4.183791876609171e-01 5.297071390706716e-01 6.240033626035260e-04 -1.436296526813568e-02 2.605326537016227e-04 -2.279252349973070e-04 2.655043366195043e-04 -6.413172302878578e-01 5.548017367620327e-03 4.597105762905417e-02 4.725505705337277e-05 -3.572220740207788e-04 7.754483676706892e-06 -4.636042857193885e-05 7.777780103942605e-06 6.013201709231364e-11 -6.527305620053905e-14 6.049386334528543e-11 6.787726364480966e-08 1.837049069350664e-10 7.049255276376305e-08
8.798088980530079e-01 4.148621850779917e-01 5.304801963607352e-01 6.314444699665609e-04 -1.465074704917370e-02 2.619578213568081e-04 -9.515511085801185e-05 2.672801506625449e-04 -6.561401920732247e-01 5.607087710734713e-03 4.723816956796291e-02 4.797829885442389e-05 -3.756046188757579e-04 8.038029394679002e-06 -4.656586367883904e-05 8.066701165511999e-06 6.460991654972369e-11 -6.245762664600715e-14 6.507166769367264e-11 6.862190017000537e-08 1.991191198110973e-10 7.143867893819272e-08
8.889114637346894e-01 4.111030098153780e-01 5.313189498147456e-01 6.404590464834123e-04 -1.495556913335497e-02 2.636670895386825e-04 5.723583423116289e-05 2.693882250048007e-04 -6.720827097965312e-01 5.675350568172393e-03 4.861572529668926e-02 4.879070836374427e-05 -3.959977648687094e-04 8.346437192096803e-06 -4.659293891526608e-05 8.381477916861179e-06 6.966301380161677e-11 -5.885086983260022e-14 7.024917207083162e-11 6.952033410579960e-08 2.157508699976262e-10 7.257001577123710e-08
9.268957747988484e-01 3.957803969131315e-01 5.348786472150384e-01 6.771216587194915e-04 -1.615969672112802e-02 2.698119801272511e-04 7.972950336559906e-04 2.773858282889177e-04 -7.381767239595339e-01 6.013802394140588e-03 5.449165785834653e-02 5.215831366789409e-05 -4.874900473715639e-04 9.665621032294351e-06 -4.415178349440445e-05 9.734149329977773e-06 9.342422993993092e-11 -3.093352391632957e-14 9.475366317830673e-11 7.279850462018817e-08 3.868275139289590e-10 7.694289773552892e-08
9.640567244011207e-01 3.813427414420327e-01 5.384475096172849e-01 7.058556799796052e-04 -1.721952045539741e-02 2.719249299482601e-04 1.681499815584186e-03 2.816212813401948e-04 -8.026450589289104e-01 6.428802655059177e-03 6.044276316986957e-02 5.506333221642342e-05 -5.868909416623742e-04 1.100571404933383e-05 -3.683809302453046e-05 1.111985704657353e-05 1.211257417357040e-10 4.032794884504385e-14 1.236512207362310e-10 7.394316752736617e-08 7.803415668848989e-10 7.931054610369317e-08
9.721681027275970e-01 3.782620374629694e-01 5.392359892971795e-01 7.111748354141603e-04 -1.743408248419403e-02 2.723138297237784e-04 1.894856797646656e-03 2.824893633599744e-04 -8.168016088407022e-01 6.499720325003989e-03 6.176881553492594e-02 5.569462920799557e-05 -6.098680432896362e-04 1.130395774566377e-05 -3.446748766512246e-05 1.142987840800813e-05 1.277794607157520e-10 6.701967919997800e-14 1.306421204218504e-10 7.415482185883101e-08 8.970159556353732e-10 7.980024041152366e-08
9.777352058614316e-01 3.761620644954817e-01 5.397787561391256e-01 7.146945505296166e-04 -1.757776412298180e-02 2.726848918307387e-04 2.045381718248269e-03 2.831857343666416e-04 -8.265554415235051e-01 6.535886406731732e-03 6.268459234024695e-02 5.614257131793689e-05 -6.258998403527074e-04 1.150972332809639e-05 -3.266349238713449e-05 1.164410605763366e-05 1.324737310893263e-10 8.860420754233602e-14 1.355852058814209e-10 7.435705023274167e-08 9.826205864665018e-10 8.019416014877412e-08
9.833390519009492e-01 3.740600055085325e-01 5.403260309635707e-01 7.172797934353800e-04 -1.771951152158195e-02 2.731813433522996e-04 2.200222568982663e-03 2.840008215391184e-04 -8.364278249585584e-01 6.553461377330021e-03 6.361107269518217e-02 5.661012140949094e-05 -6.422512188022470e-04 1.171767863506842e-05 -3.069695494723315e-05 1.186091490040364e-05 1.373039925947389e-10 1.134070518466292e-13 1.406813022746172e-10 7.462804635576697e-08 1.068157971558464e-09 8.065646663489416e-08
9.902493348063646e-01 3.714840555688415e-01 5.410005082233234e-01 7.191020980456688e-04 -1.789074355561023e-02 2.739353954649466e-04 2.395746206266896e-03 2.851387745113990e-04 -8.487756349507423e-01 6.526594203696212e-03 6.475993105229037e-02 5.720782854521151e-05 -6.627072630700632e-04 1.197526739992536e-05 -2.805726574018818e-05 1.212987615361476e-05 1.434070292997150e-10 1.488042830242888e-13 1.471338955020319e-10 7.504060088853670e-08 1.171155113364807e-09 8.130412072986247e-08
1.021509522664147e+00 3.600510245680601e-01 5.440405352695837e-01 7.257713531313560e-04 -1.861503803156479e-02 2.774459665453376e-04 3.342941568375689e-03 2.903378942391983e-04 -9.073830439345267e-01 6.943544169263773e-03 7.004586951857626e-02 5.999281305088881e-05 -7.592368255378623e-04 1.315775310502398e-05 -1.292349126494027e-05 1.337006532691910e-05 1.731264667727683e-10 3.922258922727352e-13 1.787586468460843e-10 7.697626435227660e-08 1.684288187917872e-09 8.429609283125188e-08
1.053100088290476e+00 3.488545910031026e-01 5.470924864440960e-01 7.307738375478958e-04 -1.925684384677885e-02 2.788397224960452e-04 4.401251333556058e-03 2.933974504304831e-04 -9.712732553285441e-01 1.337629974648818e-02 7.553824392471245e-02 6.260561190236461e-05 -8.632920740574464e-04 1.438247550001678e-05 8.312027348614334e-06 1.466445073430762e-05 2.068556015085829e-10 8.274293878713834e-13 2.150461153389352e-10 7.775159084167151e-08 2.366299446342253e-09 8.608206391910778e-08
1.062809365196182e+00 3.454838553619965e-01 5.480278034726963e-01 7.326775837200801e-04 -1.943430386307899e-02 2.791432497788967e-04 4.745746115504179e-03 2.942509558644884e-04 -9.917575978028942e-01 1.674556096514744e-02 7.725744351935784e-02 6.337648037263864e-05 -8.965525869459687e-04 1.476471324606884e-05 1.617397419838682e-05 1.507041931343015e-05 2.179967572386406e-10 1.011286991015254e-12 2.271175382826083e-10 7.792095389712349e-08 2.723205830456379e-09 8.658362502716511e-08
1.074597917268180e+00 3.414350128274006e-01 5.491631884909661e-01 7.358030229406803e-04 -1.963648046084464e-02 2.800216013002757e-04 5.175288391065760e-03 2.958464995422013e-04 -1.017066240185516e+00 2.146523733894805e-02 7.936489997525065e-02 6.433316006760253e-05 -9.377255505837786e-04 1.523233973344455e-05 2.662673301732470e-05 1.556827327086879e-05 2.320241737550736e-10 1.274123948912185e-12 2.423711326364478e-10 7.841209719477055e-08 3.405067147822183e-09 8.752515129137370e-08
1.080945625175811e+00 3.392745473527919e-01 5.497749321844928e-01 7.380180066181850e-04 -1.973913404422757e-02 2.809342199573302e-04 5.411425651902097e-03 2.971637882428694e-04 -1.030860025343843e+00 2.423559217207898e-02 8.050892309083646e-02 6.487077507460851e-05 -9.602493333263422e-04 1.548575926752620e-05 3.268227162625739e-05 1.583859689299230e-05 2.398087400917737e-10 1.436842147480335e-12 2.508611515387053e-10 7.892403594303360e-08 3.949459998504005e-09 8.830631704285291e-08
1.087150631458711e+00 3.371758645584396e-01 5.503739977967098e-01 7.420615379620600e-04 -1.983515529673308e-02 2.822525739660953e-04 5.645121211748238e-03 2.988000937914405e-04 -1.044400988474496e+00 2.702353176013349e-02 8.163358353150224e-02 6.541055208572743e-05 -9.825036139200984e-04 1.573467649920507e-05 3.889962524053900e-05 1.610443136967019e-05 2.475800445346363e-10 1.611709909789263e-12 2.593527097404173e-10 7.966651551048613e-08 4.656009238605516e-09 8.928149604977366e-08
1.092784879927369e+00 3.352814737056755e-01 5.509207201488131e-01 7.476471527461842e-04 -1.991852688148823e-02 2.838443744282535e-04 5.858884917149241e-03 3.005869311441767e-04 -1.056621555448068e+00 2.949431578752266e-02 8.266041192926381e-02 6.590886695015857e-05 -1.002914067246617e-03 1.596181930284903e-05 4.480592699185807e-05 1.634724442701260e-05 2.547796754568040e-10 1.786511598248021e-12 2.672324003564945e-10 8.056762889456657e-08 5.479933147727753e-09 9.035250317467400e-08
1.120956122270655e+00 3.259679803349823e-01 5.537024869538898e-01 7.793266272332192e-04 -2.028163987065600e-02 2.979162130539390e-04 6.943592005294813e-03 3.151464175832551e-04 -1.116044933373062e+00 4.036748744616348e-02 8.787648962117654e-02 6.846558618303134e-05 -1.107800333755439e-03 1.711679152975521e-05 7.819805232122587e-05 1.758512576556647e-05 2.929845522730997e-10 3.048783214186666e-12 3.092366481907897e-10 8.875407000040000e-08 1.320294529540570e-08 9.931726451555938e-08
1.156590507012780e+00 3.145568339728533e-01 5.573544719119388e-01 8.215490771017267e-04 -2.061933243794335e-02 3.327826364921263e-04 8.335744714919009e-03 3.466101786421661e-04 -1.185856810109422e+00 4.883433525641961e-02 9.467601384753040e-02 7.141120371222501e-05 -1.246933888268130e-03 1.865129149234020e-05 1.301638510206649e-04 1.923245990390452e-05 3.478706743322419e-10 6.694158377399030e-12 3.698875139552952e-10 1.107442831506506e-07 3.521616224636585e-08 1.201386159383543e-07
1.168070181798901e+00 3.109664713437231e-01 5.585646630803862e-01 8.344670771272976e-04 -2.070139385954079e-02 3.485268383949933e-04 8.786128781614085e-03 3.595386747555367e-04 -1.206908819937725e+00 5.006411654497357e-02 9.691581810794522e-02 7.230393916606506e-05 -1.293211539516078e-03 1.917383814963488e-05 1.493394675254653e-04 1.979120609939065e-05 3.676360693883940e-10 8.839061350569806e-12 3.916918388685576e-10 1.214709570816098e-07 4.560335476097025e-08 1.292680586449676e-07
1.175335663928674e+00 3.087153376914616e-01 5.593388598228000e-01 8.423550320071260e-04 -2.074701259519170e-02 3.595896285901234e-04 9.071537077350063e-03 3.683099836082602e-04 -1.219880238394828e+00 5.046254312595513e-02 9.834601637223307e-02 7.288178135571087e-05 -1.322851870529283e-03 1.951433469326713e-05 1.621096646491420e-04 2.015385763309675e-05 3.808092585208491e-10 1.056954732602059e-11 4.061779774951321e-10 1.293047009895829e-07 5.293836878577711e-08 1.356522440255169e-07
1.180369429174450e+00 3.071652418362025e-01 5.598788684817469e-01 8.476721501092595e-04 -2.077581777349688e-02 3.677185468846357e-04 9.269487986677642e-03 3.746185756091762e-04 -1.228715570377153e+00 5.057186317268489e-02 9.934267775079905e-02 7.329540334833506e-05 -1.343544171211422e-03 1.975532164099550e-05 1.712496220093713e-04 2.040964935233294e-05 3.902727331391853e-10 1.196943888210860e-11 4.165537866851843e-10 1.352169297229480e-07 5.833191486551051e-08 1.403390771914481e-07
1.184964430120928e+00 3.057570550467630e-01 5.603739401379582e-01 8.503934416431686e-04 -2.080016519370508e-02 3.754568916971233e-04 9.450634744753598e-03 3.805474246203817e-04 -1.236701364648343e+00 5.057309092648376e-02 1.002565783423366e-01 7.369033939646390e-05 -1.362542473630703e-03 1.997921548035272e-05 1.798037692362209e-04 2.064656792220320e-05 3.991690512103656e-10 1.341148352185674e-11 4.262807669661501e-10 1.409678775228654e-07 6.343609423642134e-08 1.448163423852051e-07
1.189156178717645e+00 3.044780807823352e-01 5.608264612360759e-01 8.525891389662034e-04 -2.082081156328696e-02 3.827632470202170e-04 9.616876678477665e-03 3.860422384823404e-04 -1.243976524023346e+00 5.054391861276823e-02 1.010936459873902e-01 7.406102437153984e-05 -1.379962370112924e-03 2.018699515192181e-05 1.877841433366251e-04 2.086577836418835e-05 4.075147732637145e-10 1.487315690062192e-11 4.353807067434308e-10 1.465077032694597e-07 6.825438614753654e-08 1.490286098924562e-07
1.210114921701227e+00 2.981630120603039e-01 5.630994098898133e-01 8.620132226675387e-04 -2.090106798844447e-02 4.219177438625316e-04 1.046392377622937e-02 4.137564858817915e-04 -1.280382340877424e+00 5.011848981674150e-02 1.053274100549643e-01 7.597702088757259e-05 -1.468296941710140e-03 2.128494656904119e-05 2.302888763078608e-04 2.201126547642997e-05 4.530489504469384e-10 2.468908820085892e-11 4.844958078738779e-10 1.780145825860488e-07 9.447076385149727e-08 1.711944296092491e-07
1.244042576668914e+00 2.882167214881916e-01 5.668050840469548e-01 8.720752518946263e-04 -2.094236546932504e-02 4.906155571919513e-04 1.189692930112531e-02 4.552280916186342e-04 -1.340195395303441e+00 4.918726337425798e-02 1.123538019692683e-01 7.891186743719953e-05 -1.615370416781087e-03 2.333444024485788e-05 3.088264449907984e-04 2.407329238774058e-05 5.444961015408432e-10 5.281396298169935e-11 5.795234063856486e-10 2.407036249587689e-07 1.429573771656203e-07 2.072326153987436e-07
1.256194837682103e+00 2.847354322701416e-01 5.681385284347266e-01 8.748405806171781e-04 -2.092690043001514e-02 5.164484292564864e-04 1.242919385463796e-02 4.685770235511863e-04 -1.362045766159027e+00 4.897333968162678e-02 1.149232016245135e-01 7.990687096480709e-05 -1.669163533195184e-03 2.417298445224960e-05 3.400773847121632e-04 2.488341535319110e-05 5.843331773287011e-10 6.787551554724561e-11 6.191843596394263e-10 2.667189800814920e-07 1.617307295858056e-07 2.195644270000890e-07
1.272904321386769e+00 2.800171797663350e-01 5.699775632046546e-01 8.790995742754859e-04 -2.087584118418958e-02 5.533627484403536e-04 1.317603239458785e-02 4.858859755599246e-04 -1.392486458574332e+00 4.887527028039493e-02 1.185021895962595e-01 8.134431431078061e-05 -1.743979818665590e-03 2.543470152351593e-05 3.858962426736903e-04 2.606392277767542e-05 6.469240415903438e-10 9.408101286587726e-11 6.793280705606277e-10 3.062103313614620e-07 1.885052571197030e-07 2.360851812458197e-07
1.307084684288977e+00 2.706078147584619e-01 5.737829016880718e-01 8.989391275006219e-04 -2.063498831133816e-02 6.325205824143741e-04 1.472830462994737e-02 5.157377833540331e-04 -1.454743393955968e+00 4.895676479389655e-02 1.259918811674310e-01 8.469329036585850e-05 -1.899552210846942e-03 2.847583521283608e-05 4.904165942032930e-04 2.872672225305913e-05 8.108731910685951e-10 1.724719577680356e-10 8.252245714044026e-10 4.000822871778191e-07 2.452271690906473e-07 2.659854611789316e-07
1.340847691783313e+00 2.616237982107049e-01 5.776222287248201e-01 9.208948160476034e-04 -2.019688051236499e-02 7.116184740763440e-04 1.625703417181098e-02 5.340876307744576e-04 -1.514999863349400e+00 4.903174898465133e-02 1.336193123694856e-01 8.777446591576755e-05 -2.055391224581837e-03 3.219946760139155e-05 6.086271719797149e-04 3.168068676442492e-05 1.036805713813064e-09 2.919512199063034e-10 1.003665913865608e-09 5.064008526467442e-07 2.992336814763940e-07 2.852495973462733e-07
1.356178518486614e+00 2.576434778586424e-01 5.793948754374678e-01 9.311444400458729e-04 -1.993378135742720e-02 7.475472608237025e-04 1.694302784173779e-02 5.389747260358281e-04 -1.541929454079995e+00 4.905667319338937e-02 1.371608365150629e-01 8.909540960093227e-05 -2.126463349752243e-03 3.415747713859040e-05 6.674213650361308e-04 3.312076140039425e-05 1.166733244473325e-09 3.630983088392993e-10 1.096984835741846e-09 5.588269071650206e-07 3.220214685819126e-07 2.904937553053959e-07
1.368699020786070e+00 2.544377625625550e-01 5.808573326735558e-01 9.407182019040322e-04 -1.969233956704459e-02 7.770853403685495e-04 1.749836780864934e-02 5.419002861478381e-04 -1.563795943765947e+00 4.907005144372693e-02 1.400907652620107e-01 9.019129198961023e-05 -2.184518350232840e-03 3.588943167420066e-05 7.178793507677749e-04 3.433880038422849e-05 1.288051305897118e-09 4.300870909115394e-10 1.179153211827891e-09 6.038616262157043e-07 3.395580864046934e-07 2.936559201271087e-07
1.386435612138672e+00 2.499646897391684e-01 5.829556579759398e-01 9.558317461703709e-04 -1.932078021716941e-02 8.190758242657441e-04 1.827917206566079e-02 5.446673394595718e-04 -1.594918587248402e+00 4.908142433577178e-02 1.443021558615316e-01 9.174378463913819e-05 -2.266677222037149e-03 3.855760736544692e-05 7.932229074177028e-04 3.612505807242465e-05 1.486689085747967e-09 5.399190650096710e-10 1.305019820736054e-09 6.708852058966081e-07 3.629195578682565e-07 2.966625106739684e-07
1.419609094325591e+00 2.418085227480590e-01 5.869616964699655e-01 9.802786898207392e-04 -1.854216002626763e-02 8.966417240607640e-04 1.972483072711456e-02 5.439292960228714e-04 -1.653953956981326e+00 4.910524627486686e-02 1.523770624333228e-01 9.442951317107615e-05 -2.419602199126679e-03 4.425730897010999e-05 9.467047780144727e-04 3.963599011908382e-05 1.958709397275778e-09 7.981624566208711e-10 1.571011712720110e-09 8.039663813266593e-07 4.016737376369872e-07 2.958590790719365e-07
1.432374568622138e+00 2.387413409330781e-01 5.885279913137800e-01 9.871989186548853e-04 -1.821354972199865e-02 9.261989794416544e-04 2.027756213713662e-02 5.416507151025729e-04 -1.677003366524499e+00 4.912297119922304e-02 1.555549455412599e-01 9.539943840482184e-05 -2.478008209073625e-03 4.670666447018349e-05 1.010268450855427e-03 4.103759590689742e-05 2.181512505930301e-09 9.178623227061074e-10 1.684084277817804e-09 8.578445495187623e-07 4.145949053364131e-07 2.933854971711286e-07
1.440889602351936e+00 2.367170809143722e-01 5.895788107638583e-01 9.908930561643983e-04 -1.798482400420770e-02 9.459322268688643e-04 2.064556012182076e-02 5.396842624002346e-04 -1.692477125036284e+00 4.913991244933905e-02 1.576968593993609e-01 9.607761774119192e-05 -2.516776174860075e-03 4.842170824251503e-05 1.054095980845625e-03 4.198551169187831e-05 2.344661829123248e-09 1.004493995674178e-09 1.762783192028851e-09 8.947877778290886e-07 4.225070648127330e-07 2.912591030824852e-07
1.449301470380639e+00 2.347341996297196e-01 5.906198807523512e-01 9.917833084532974e-04 -1.775043120629952e-02 9.654524070293906e-04 2.100896387922245e-02 5.374966334225195e-04 -1.707820787864749e+00 4.916213376382144e-02 1.598301999189046e-01 9.682103415384643e-05 -2.554895342622534e-03 5.018032325621820e-05 1.098528022799337e-03 4.293055462055631e-05 2.518064842098553e-09 1.095630820286434e-09 1.843032520028569e-09 9.320983502388440e-07 4.297196842981204e-07 2.889026309405423e-07
1.460231431447186e+00 2.321825341714766e-01 5.919704910727290e-01 9.888706917681827e-04 -1.742963797562465e-02 9.908923119072031e-04 2.148259860977520e-02 5.340862407509174e-04 -1.727749642127240e+00 4.919629469845636e-02 1.626272888525834e-01 9.788463776704550e-05 -2.604099907321588e-03 5.256125307388114e-05 1.157955093438241e-03 4.416908031031151e-05 2.762685324696579e-09 1.222539060775393e-09 1.950907655458748e-09 9.818675737968019e-07 4.380326309372293e-07 2.852481125594469e-07
1.492861540869613e+00 2.247286643177587e-01 5.959736743960602e-01 9.758823665591636e-04 -1.635570450245980e-02 1.066817183331802e-03 2.290114194327240e-02 5.176370086799725e-04 -1.786970340997586e+00 4.930016451766216e-02 1.711475034784951e-01 1.010560062940611e-04 -2.748131415024752e-03 6.032978772942405e-05 1.347064967854002e-03 4.791238882208370e-05 3.639683287477365e-09 1.661014899592357e-09 2.295597002638531e-09 1.138098902652000e-06 4.543588065183797e-07 2.679480727551499e-07
1.525836997063827e+00 2.174389848870947e-01 5.999715404904864e-01 9.640470707821650e-04 -1.509365904276186e-02 1.142373939999969e-03 2.431555568474877e-02 4.910739115738228e-04 -1.846207977850096e+00 4.937808528480068e-02 1.800219697407039e-01 1.041200021194189e-04 -2.887778455259302e-03 6.921515302655551e-05 1.556638471417656e-03 5.169508859847779e-05 4.790737408489495e-09 2.199156618323668e-09 2.672382185204469e-09 1.305018218791054e-06 4.553449851703582e-07 2.411535866284147e-07
1.559886459103629e+00 2.101599315931883e-01 6.041166008120343e-01 9.794429709641922e-04 -1.363932486851514e-02 1.216857420706440e-03 2.568482477495333e-02 4.558290347836283e-04 -1.907180499519658e+00 4.943561673189851e-02 1.894836939578435e-01 1.074874301787856e-04 -3.023768882834075e-03 7.951795400502024e-05 1.793329566756985e-03 5.550665809780583e-05 6.323105009144514e-09 2.857228703548098e-09 3.080989093186713e-09 1.480741982328331e-06 4.377968387997266e-07 2.077801089517743e-07
1.592550476320620e+00 2.034061669876597e-01 6.081797401286915e-01 1.000083648747297e-03 -1.213978914767038e-02 1.280653130558112e-03 2.685305309035522e-02 4.155981692090050e-04 -1.966035896769517e+00 4.948044850300456e-02 1.988655222301336e-01 1.105328491174166e-04 -3.144730394699809e-03 9.048370817092765e-05 2.039929439691853e-03 5.897973824070582e-05 8.187301444361601e-09 3.583921690647871e-09 3.478609522942176e-09 1.640072440808293e-06 4.036829824894834e-07 1.727218382498767e-07
1.603905197775388e+00 2.011096096780941e-01 6.096144851243809e-01 1.007036528797257e-03 -1.159796102199814e-02 1.301027294192883e-03 2.722292860017131e-02 4.009223380806920e-04 -1.986580019430960e+00 4.949415796891637e-02 2.021984711360999e-01 1.116145611850136e-04 -3.184289845128785e-03 9.453888904053705e-05 2.130052032142629e-03 6.012885478972525e-05 8.937601541018976e-09 3.856896627325116e-09 3.615479178323865e-09 1.692672020234854e-06 3.879828200807239e-07 1.607387211720887e-07
